show_id,type,title,director,actors,country,rating,duration,listed_in,description,date_added,release_year
s5599,TV Show,Love for Ten: Generation of Youth,Unknown,"Sung-yeol Lee, Ji-hyun Nam, Clara Lee, Jin Won",South Korea,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","A nerdy engineering student falls for a pretty, outgoing girl at his college. To get closer to her, he joins the theater group she belongs to.",2017-02-17,2013
s8238,Movie,The Car,Elliot Silverstein,"James Brolin, Kathleen Lloyd, John Marley, R.G. Armstrong, John Rubinstein, Elizabeth Thompson, Roy Jenson, Kim Richards, Kyle Richards",United States,PG,96 min,"Cult Movies, Horror Movies","In his small Southwestern town, sheriff Wade Parent must find out who — or what — is running people down via a mysterious, driverless black sedan.",2020-06-01,1977
s7749,TV Show,Planet Earth: The Complete Collection,Alastair Fothergill,David Attenborough,United Kingdom,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows",This landmark series transports nature lovers from the Himalayan Mountains to the depths of the ocean and everywhere in between.,2015-04-22,2006
s6407,Movie,Calico Critters: The Treasure of Calico Village,Momoko Kamiya,Unknown,Unknown,TV-Y,22 min,Children & Family Movies,Freya and her friends inspire the mayor to put on a competition at the fete to pick the loveliest thing in Sylvanian Village.,2018-11-01,2017
s813,Movie,Swordfish,Dominic Sena,"John Travolta, Hugh Jackman, Halle Berry, Don Cheadle, Sam Shepard, Vinnie Jones, Drea de Matteo, Rudolf Martin, Zach Grenier, Camryn Grimes",United States,R,99 min,Action & Adventure,"A gifted hacker with a criminal past is recruited by a group of shadowy, seductive figures for an elaborate scheme where nothing is quite as it seems.",2021-06-02,2001
s4817,Movie,Expelled from Paradise,Seiji Mizushima,"Rie Kugimiya, Wendee Lee, Shinichiro Miki, Steve Blum, Hiroshi Kamiya, Johnny Yong Bosch",Japan,TV-MA,103 min,"Action & Adventure, Anime Features, Sci-Fi & Fantasy","In the wake of a global catastrophe, the human survivors are uploaded into a cyber network, but someone or something is infiltrating the system.",2018-06-25,2014
s4083,Movie,The Photographer Of Mauthausen,Mar Targarona,"Mario Casas, Richard van Weyden, Alain Hernández, Adrià Salazar, Eduard Buch, Stefan Weinert, Rubén Yuste, Nikola Stojanovic, Frank Feys, Marc Rodríguez, Albert Mora, Luka Peros, Rainer Reiners, Toni Gomila, Emilio Gavira, Macarena Gómez",Spain,TV-MA,110 min,"Dramas, International Movies",A Catalán prisoner at a Nazi concentration camp uses his office job to steal photo negatives of the atrocities committed there. Based on true events.,2019-02-23,2018
s3685,TV Show,Kakegurui,Unknown,"Minami Hamabe, Mahiro Takasugi, Aoi Morikawa",Unknown,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Thrillers","Yumeko Jabami enrolls at Hyakkaou Private Academy, where students are ranked by their gambling winnings and fame and fortune awaits those on top.",2019-07-04,2019
s3254,Movie,"Lorena, Light-Footed Woman",Juan Carlos Rulfo,Lorena Ramírez,Mexico,TV-G,28 min,"Documentaries, International Movies, Sports Movies",Lorena Ramírez of Mexico's Rarámuri community lives a pastoral life – except when she straps on her sandals to compete as an ultramarathon runner.,2019-11-20,2019
s7987,Movie,Sex and the City 2,Michael Patrick King,"Sarah Jessica Parker, Kim Cattrall, Cynthia Nixon, Kristin Davis, Chris Noth, John Corbett, David Eigenberg, Evan Handler, Jason Lewis, Willie Garson, Mario Cantone",United States,R,146 min,"Comedies, Dramas, Romantic Movies","Best friends Carrie, Miranda, Samantha and Charlotte take a break from their busy New York lives for an all-expenses-paid luxury vacation to Abu Dhabi.",2021-01-01,2010
s2723,Movie,Duplicate,Mahesh Bhatt,"Shah Rukh Khan, Juhi Chawla, Sonali Bendre, Farida Jalal, Mohnish Bahl, Tiku Talsania, Gulshan Grover, Sharat Saxena",India,TV-14,165 min,"Comedies, Dramas, International Movies","Hilarious mix-ups and deadly encounters ensue when a convict seeks to escape authorities by assuming the identity of his doppelgänger, a perky chef.",2020-04-01,1998
s5080,Movie,Alibaba Aur 40 Chor,"Latif Faiziyev, Umesh Mehra","Dharmendra, Hema Malini, Zeenat Aman, Rolan Bykov, Prem Chopra, Yakub Akhmedov, Madan Puri, Sofiko Chiaureli","Soviet Union, India",TV-14,147 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",A simple village man is thrown into a web of political intrigue after he takes on a powerful and ruthless gang of bandits.,2018-01-15,1980
s5496,Movie,Simplemente Manu NNa,"Jan Suter, Raúl Campos",Manu NNa,Mexico,TV-MA,72 min,Stand-Up Comedy,Eclectic stand-up comic Manu NNa relays everyday tales about the struggles of being gay in Mexico and shares his love of telenovelas and mezcal.,2017-05-05,2017
s6867,Movie,GoldenEye,Martin Campbell,"Pierce Brosnan, Sean Bean, Izabella Scorupco, Famke Janssen, Joe Don Baker, Judi Dench, Robbie Coltrane, Gottfried John, Alan Cumming, Tchéky Karyo, Desmond Llewelyn, Samantha Bond, Michael Kitchen, Serena Gordon, Simon Kunz","United Kingdom, United States",PG-13,130 min,Action & Adventure,"Pierce Brosnan takes his first turn as debonair secret agent James Bond, who investigates the destruction of a Russian satellite weapons base.",2019-12-31,1995
s6342,TV Show,Blue Planet II,Unknown,David Attenborough,United Kingdom,TV-G,1 Season,"British TV Shows, Docuseries, Science & Nature TV",This sequel to the award-winning nature series Blue Planet dives beneath Earth's oceans to reveal the dazzling vistas and amazing creatures there.,2018-12-03,2017
s6614,TV Show,Dino Hunt,Unknown,Unknown,Canada,TV-G,1 Season,"Docuseries, Science & Nature TV","Top scientists and paleontologists examine dinosaur fossils located throughout Canada, while searching for elusive new species.",2017-08-04,2016
s4876,Movie,Anon,Andrew Niccol,"Clive Owen, Amanda Seyfried, Colm Feore, Sonya Walger, Mark O'Brien, Joe Pingue, Iddo Goldberg, Sebastian Pigott, Rachel Roberts, Ethan Tavares","United Kingdom, Canada, United States, Germany",TV-MA,100 min,"Dramas, Sci-Fi & Fantasy, Thrillers","In a future where technology has rendered privacy obsolete, a detective investigates a serial assassin who has been deleted from all visual records.",2018-05-04,2018
s3091,Movie,Blitz Patrollie,Andrew Wessels,"Joey Rasdien, David Kau, David Kibuuka, Chris Forrest, Santhiran Moonsamy, Quentin Krog, Kaseran Pillay, Mabutho Sithole, Mel Miller, Kagiso Lediga, Craig Urbani",South Africa,TV-MA,102 min,"Action & Adventure, Comedies, International Movies","Caught between family pressures and small-time crime-fighting, a pair of bumbling cops tries to bust a massive drug deal and go down in history.",2019-12-27,2013
s2994,TV Show,The goop lab with Gwyneth Paltrow,Unknown,"Gwyneth Paltrow, Elise Loehnen",United States,TV-MA,1 Season,Reality TV,"Leading with curiosity, Gwyneth Paltrow and her goop team look at psychedelics, energy work and other challenging wellness topics.",2020-01-24,2020
s600,Movie,The Best of Enemies,Robin Bissell,"Taraji P. Henson, Sam Rockwell, Babou Ceesay, Anne Heche, Wes Bentley, Nick Searcy, Bruce McGill, John Gallagher Jr., Nicholas Logan, Gilbert Glenn Brown",United States,PG-13,133 min,Dramas,"In 1971, a summit on school integration in North Carolina pits a civil rights activist against a Ku Klux Klan leader, sparking an unlikely friendship.",2021-07-01,2019
s249,TV Show,The Chair,Unknown,"Sandra Oh, Jay Duplass, Holland Taylor, David Morse, Bob Balaban, Nana Mensah, Everly Carganilla",Unknown,TV-MA,1 Season,"TV Comedies, TV Dramas","At a major university, the first woman of color to become chair tries to meet the dizzying demands and high expectations of a failing English department.",2021-08-20,2021
s3673,Movie,Kidnapping Stella,Thomas Sieben,"Max von der Groeben, Jella Haase, Clemens Schick",Germany,TV-MA,90 min,"Dramas, International Movies, Thrillers","Snatched off the street and held for ransom, a bound and gagged woman uses her limited powers to derail her two masked abductors' carefully laid plans.",2019-07-12,2019
s3766,Movie,Luka Chuppi,Laxman Utekar,"Kartik Aaryan, Kriti Sanon, Pankaj Tripathi, Vinay Pathak, Aparshakti Khurana, Atul Srivastava, Alka Amin",India,TV-PG,125 min,"Comedies, International Movies, Romantic Movies","Pretending to marry in order to cohabitate, a small-town couple lands in endless awkward situations to hide the truth from their orthodox families.",2019-06-07,2019
s5818,Movie,Jim Gaffigan: Mr. Universe,Jay Karas,Jim Gaffigan,United States,TV-14,77 min,Stand-Up Comedy,"Funnyman Jim Gaffigan offers up his unique take on everything from Disney World to overweight whales in this live show from Washington, D.C.",2016-08-11,2012
s5019,Movie,Trailer Park Boys: Say Goodnight to the Bad Guys,Mike Clattenburg,"John Paul Tremblay, Robb Wells, John Dunsworth, Patrick Roach, Lucy Decoutere, Sarah Dunsworth, Barrie Dunn, Jeanna Harrison, Shelley Thompson, Tyrone Parsons",Canada,TV-MA,47 min,"Comedies, Cult Movies","A year after the Season 7 finale, the boys are poised to live the good life. But an old enemy throws a wrench in things once again.",2018-03-01,2008
s264,TV Show,Mother Goose Club,Unknown,Unknown,United States,TV-Y,2 Seasons,Kids' TV,Classic nursery rhymes and children's songs get a fresh twist in this high-energy program that helps kids learn as they dance and sing along.,2021-08-16,2016
s248,Movie,Sweet Girl,Brian Andrew Mendoza,"Jason Momoa, Isabela Merced, Manuel Garcia-Rulfo, Amy Brenneman, Adria Arjona, Raza Jaffrey, Justin Bartha, Lex Scott Davis, Michael Raymond-James",United States,R,110 min,"Action & Adventure, Dramas","He lost the love of his life to a pharmaceutical company's greed. Now his daughter is without a mother, and he's without justice. For now.",2021-08-20,2021
s446,Movie,The Beguiled,Sofia Coppola,"Colin Farrell, Nicole Kidman, Kirsten Dunst, Elle Fanning, Oona Laurence, Angourie Rice, Addison Riecke, Emma Howard",United States,R,94 min,"Dramas, Independent Movies, Thrillers","During the Civil War, a wounded Union soldier takes refuge at a Southern girls school, rupturing the calm amid growing sexual tension and infighting.",2021-07-16,2017
s4449,Movie,Katti Batti,Nikhil Advani,"Imran Khan, Kangana Ranaut, Abhishek Saha, Mithila Palkar, Vivan Bhatena, Suhaas Ahuja, Nicole Faria, Adaar Malik",India,TV-14,132 min,"Comedies, Dramas, International Movies","After falling in love during college, architect Maddy and free spirit Payal have five wonderful years together, until a mystery suddenly divides them.",2018-11-01,2015
s725,Movie,The Reason I Jump,Jerry Rothwell,Unknown,"United States, United Kingdom",TV-14,82 min,Documentaries,The diverse experiences and emotions of five young people with autism fuel this illuminating documentary based on Naoki Higashida's bestselling memoir.,2021-06-15,2021
s529,Movie,Rehmataan,"Rajveer Singh Maan, Harpeet Singh","Guggu Gill, Sukhjinder Shera, Surinder Shinda, Deep Dhillon, Jasmine Jassi, Gurvinder Brar, Razia Sukhvir, Raj Virk",India,TV-14,116 min,"Dramas, International Movies, Romantic Movies","As unemployment, drug addiction and corruption plague a society, this drama depicts the people who believe there’s still good in the world.",2021-07-06,2012
s2885,Movie,The Visit,Oyefunke Fayoyin,"Nse Ikpe-Etim, Femi Jacobs, Blossom Chukwujekwu, Bayray McNwizu",Unknown,TV-MA,138 min,"Dramas, Independent Movies, International Movies","The lives of uptight, conservative Chidi and Eugenia are thrown into disarray when a loudmouthed, hard-partying new couple moves in next door.",2020-02-26,2015
s8781,TV Show,Yo-Kai Watch,Unknown,"Johnny Yong Bosch, J.W. Terry, Alicyn Packard, Melissa Hutchison, Pierre Holloway, Brent Pendergrass",United States,TV-Y7,1 Season,"Anime Series, Kids' TV","Nate frees a mythical being trapped in a magic capsule, and the two new friends have adventures with all sorts of troublesome supernatural creatures.",2016-04-01,2015
s6887,Movie,Gothika,Mathieu Kassovitz,"Halle Berry, Robert Downey Jr., Charles S. Dutton, John Carroll Lynch, Bernard Hill, Penélope Cruz, Dorian Harewood, Bronwen Mantel","United States, France, Canada, Spain",R,98 min,"Horror Movies, Thrillers","After a car crash, a criminal psychiatrist awakens to find that she's a patient in the same mental institution that currently employs her.",2021-01-01,2003
s7857,TV Show,Republic of Doyle,Unknown,"Allan Hawco, Krystin Pellerin, Marthe Bernard, Mark O'Brien, Sean McGinley, Lynda Boyd, Bob Cole, Steve O'Connell, Sean Panting, Rachel Wilson",Canada,TV-14,6 Seasons,"Crime TV Shows, TV Comedies, TV Dramas",A pair of father and son private investigators tries to keep their combustible personal lives in check while tackling an intriguing array of cases.,2020-05-28,2014
s454,TV Show,BEASTARS,Unknown,"Chikahiro Kobayashi, Sayaka Senbongi, Yuki Ono, Atsumi Tanezaki, Junya Enoki, Yuma Uchida, Takeo Otsuka, Naoto Kobayashi, Yoshiyuki Shimozuma, Nobuhiko Okamoto, Fukushi Ochiai, Takaaki Torashima, Sayumi Watabe, Genki Muro, Yuichi Iguchi, Yuko Hara, Ikuto Kanemasa, Ouchi Akane, Hibiku Yamamura, Sakura Ando, Akio Otsuka, Mitsuaki Hoshino, Kenyu Horiuchi",Japan,TV-MA,2 Seasons,"Anime Series, International TV Shows","In a world where beasts of all kinds coexist, a gentle wolf awakens to his own predatory urges as his school deals with a murder within its midst.",2021-07-15,2021
s1069,TV Show,Unnatural Selection,Unknown,Unknown,United States,TV-MA,1 Season,"Docuseries, Science & Nature TV","From eradicating disease to selecting a child’s traits, gene editing gives humans the chance to hack biology. Meet the real people behind the science.",2021-04-14,2019
s8330,Movie,The Gospel of Matthew,David Batty,"Selva Rasalingam, Mourad Zaoui, Karima Gouit, El Mahmoudi M'Barek, Abdelilah Wahbi, Ait Youssef Youssef, Ramdane Aala, Mohamed El Korchi",Unknown,TV-14,190 min,"Dramas, Faith & Spirituality",The Apostle Matthew is highlighted in this word-for-word film adaptation of the former tax collector's Biblical writings about working with Jesus.,2018-10-19,2014
s1469,Movie,What Happened to Mr. Cha?,Kim Dong-kyu,"Cha In-pyo, Cho Dal-hwan, Song Jae-ryong",South Korea,TV-MA,102 min,"Comedies, International Movies","With the peak of his career long behind him, an actor clings to his past glory — until a sudden wake-up call forces him to face who he's become.",2021-01-01,2021
s8112,Movie,Submission,J.M. Berrios,"Scott Pryor, Darrin Dewitt Henson, Eric Roberts, Kevin Sizemore, Lorynn York, John Gray, Sara McMann, Ovince Saint Preux",United States,TV-MA,95 min,"Action & Adventure, Dramas","After a near-death trip home, a Marine looking to help his comrade survive returns to the underground world of MMA, where new battles await.",2019-11-11,2019
s1427,Movie,Gangaajal,Prakash Jha,"Ajay Devgn, Gracy Singh, Mohan Agashe, Mohan Joshi, Ayub Khan, Akhilendra Mishra, Mukesh Tiwari, Yashpal Sharma, Brij Gopal, Anita Kanwal",India,TV-MA,148 min,"Dramas, International Movies","Posted to a small, crime-ridden town, a cop soon learns that cleaning up the system also means confronting the corruption among police and politicians.",2021-01-08,2003
s1261,Movie,Crazy About Her,Dani de la Orden,"Álvaro Cervantes, Susana Abaitua, Luis Zahera, Clara Segura, Aixa Villagrán, Paula Malia, Nil Cardoner, Txell Aixendri, Alberto San Juan",Spain,TV-MA,107 min,"Comedies, International Movies, Romantic Movies","After spending a wild night together, Adri discovers the only way to see Carla again is to become a patient at the psychiatric center where she resides.",2021-02-26,2021
s1766,TV Show,The Garfield Show,Unknown,"Frank Welker, Wally Wingert, Gregg Berger","France, United States",TV-Y,4 Seasons,"Kids' TV, TV Comedies","Lazy, lasagna-loving fat cat Garfield lives life on his own terms, which includes teasing his geeky owner, Jon, and tormenting dimwitted dog Odie.",2020-11-01,2018
s3493,Movie,Oh! Baby (Malayalam),B. V. Nandini Reddy,"Samantha Ruth Prabhu, Lakshmi, Rajendraprasad, Naga Shourya, Rao Ramesh, Teja Sajja, Pragathi, Jagapathi Babu, Aishwarya, Urvashi",Unknown,TV-14,146 min,"Comedies, International Movies, Music & Musicals",A surly septuagenarian gets another chance at her 20s after having her photo snapped at a studio that magically takes 50 years off her life.,2019-09-25,2019
